序號,答案
20240521152012,197.35
20240521153012,206.91
20240521154012,140.11
20240521155012,146.02
20240521160012,40.42
20240521161012,18.6
20240521162012,10.49
20240521163012,15.59
20240521164012,4.02
20240521165012,2.38
20240619090012,32.96
20240619091012,26.74
20240619092012,31.56
20240619093012,13.88
20240619094012,71.02
20240619095012,53.2
20240619100012,235.48
20240619101012,396.83
20240619102012,406.78
20240619103012,373.09
20240619104012,464.64
20240619105012,292.75
20240619110012,241.95
20240619111012,227.22
20240619112012,152.8
20240619113012,329.11
20240619114012,906.37
20240619115012,1420.31
20240619120012,1208.4
20240619121012,1027.9
20240619122012,871.07
20240619123012,1048.65
20240619124012,943.98
20240619125012,840.18
20240619130012,1005.26
20240619131012,679.1
20240619132012,710.77
20240619133012,501.61
20240619134012,317.99
20240619135012,471.16
20240619140012,205.59
20240619141012,233.17
20240619142012,132.01
20240619143012,102.5
20240619144012,88.19
20240619145012,94.23
20240619150012,22.09
20240619151012,19.26
20240619152012,17.2
20240619153012,10.56
20240619154012,13.74
20240619155012,8.62
20240619160012,2.69
20240619161012,2.01
20240619162012,1.97
20240619163012,1.24
20240619164012,0.9
20240619165012,0.75
20240621090012,9.74
20240621091012,8.08
20240621092012,9.84
20240621093012,11.93
20240621094012,29.26
20240621095012,17.88
20240621100012,33.88
20240621101012,21.33
20240621102012,38.69
20240621103012,22.69
20240621104012,11.95
20240621105012,11.67
20240621110012,12.37
20240621111012,11.82
20240621112012,16.19
20240621113012,186.86
20240621114012,852.22
20240621115012,1388.57
20240621120012,1397.7
20240621121012,1344.2
20240621122012,1282.82
20240621123012,1411.93
20240621124012,1376.39
20240621125012,1387.87
20240621130012,1473.12
20240621131012,1467.49
20240621132012,1456.76
20240621133012,1397.23
20240621134012,1159.95
20240621135012,1337.81
20240621140012,670.26
20240621141012,954.8
20240621142012,747.93
20240621143012,819.12
20240621144012,309.37
20240621145012,105.27
20240621150012,92.82
20240621151012,103.52
20240621152012,77.14
20240621153012,47.41
20240621154012,43.7
20240621155012,31.63
20240621160012,20.75
20240621161012,11.49
20240621162012,6.39
20240621163012,4.23
20240621164012,1.93
20240621165012,2.23
20240705090012,6.33
20240705091012,10.08
20240705092012,6.52
20240705093012,12.0
20240705094012,19.91
20240705095012,12.35
20240705100012,7.79
20240705101012,6.7
20240705102012,6.9
20240705103012,6.75
20240705104012,15.46
20240705105012,6.39
20240705110012,3.42
20240705111012,0.0
20240705112012,2.91
20240705113012,9.91
20240705114012,452.25
20240705115012,1030.76
20240705120012,1361.59
20240705121012,1312.51
20240705122012,1522.2
20240705123012,1235.29
20240705124012,1483.91
20240705125012,1336.33
20240705130012,1490.5
20240705131012,1583.21
20240705132012,1567.54
20240705133012,1630.78
20240705134012,1641.28
20240705135012,1612.41
20240705140012,1301.19
20240705141012,1243.54
20240705142012,1627.19
20240705143012,1106.66
20240705144012,743.39
20240705145012,199.53
20240705150012,511.44
20240705151012,661.35
20240705152012,767.39
20240705153012,677.72
20240705154012,11.36
20240705155012,0.0
20240705160012,99.07
20240705161012,27.16
20240705162012,26.68
20240705163012,40.48
20240705164012,24.23
20240705165012,33.19
20240713090012,12.66
20240713091012,9.3
20240713092012,28.91
20240713093012,26.85
20240713094012,28.98
20240713095012,77.62
20240713100012,459.3
20240713101012,441.11
20240713102012,336.59
20240713103012,195.96
20240713104012,754.16
20240713105012,666.75
20240713110012,69.8
20240713111012,13.17
20240713112012,38.3
20240713113012,20.67
20240713114012,986.66
20240713115012,1442.35
20240713120012,1474.21
20240713121012,1505.05
20240713122012,1329.44
20240713123012,1465.28
20240713124012,1500.92
20240713125012,1622.47
20240713130012,1540.63
20240713131012,1624.19
20240713132012,1526.8
20240713133012,1292.23
20240713134012,1286.21
20240713135012,1442.17
20240713140012,1230.95
20240713141012,1195.88
20240713142012,876.67
20240713143012,939.62
20240713144012,1003.58
20240713145012,557.55
20240713150012,93.63
20240713151012,57.39
20240713152012,95.59
20240713153012,310.67
20240713154012,71.71
20240713155012,114.89
20240713160012,45.56
20240713161012,7.34
20240713162012,10.14
20240713163012,9.37
20240713164012,4.22
20240713165012,2.43
20240214090013,349.36
20240214091013,521.34
20240214092013,837.11
20240214093013,849.46
20240214094013,742.24
20240214095013,992.46
20240214100013,1214.64
20240214101013,1250.88
20240214102013,1399.49
20240214103013,1729.59
20240214104013,1652.59
20240214105013,1649.26
20240214110013,1597.44
20240214111013,1720.02
20240214112013,1855.55
20240214113013,1913.89
20240214114013,1922.96
20240214115013,1944.93
20240214120013,1990.83
20240214121013,1979.11
20240214122013,2088.46
20240214123013,2024.31
20240214124013,1888.64
20240214125013,1800.48
20240214130013,1918.33
20240214131013,1692.47
20240214132013,1926.2
20240214133013,1969.81
20240214134013,1947.98
20240214135013,1803.91
20240214140013,1163.38
20240214141013,1290.89
20240214142013,1179.2
20240214143013,1165.81
20240214144013,1018.8
20240214145013,676.99
20240214150013,383.1
20240214151013,350.9
20240214152013,337.72
20240214153013,326.38
20240214154013,438.11
20240214155013,141.55
20240214160013,50.54
20240214161013,22.12
20240214162013,15.66
20240214163013,0.0
20240214164013,0.0
20240214165013,3.45
20240221090013,495.25
20240221091013,620.37
20240221092013,610.71
20240221093013,890.53
20240221094013,821.42
20240221095013,1017.73
20240221100013,1285.98
20240221101013,1279.28
20240221102013,1167.47
20240221103013,1396.33
20240221104013,1536.62
20240221105013,1543.21
20240221110013,1450.93
20240221111013,1732.3
20240221112013,1868.99
20240221113013,1892.5
20240221114013,1914.17
20240221115013,2044.38
20240221120013,1959.85
20240221121013,2024.75
20240221122013,2007.64
20240221123013,1881.51
20240221124013,1664.46
20240221125013,1930.17
20240221130013,1089.29
20240221131013,1125.79
20240221132013,854.27
20240221133013,449.76
20240221134013,283.18
20240221135013,291.71
20240221140013,1237.71
20240221141013,455.99
20240221142013,550.93
20240221143013,571.63
20240221144013,34.57
20240221145013,480.53
20240221150013,142.35
20240221151013,119.77
20240221152013,27.53
20240221153013,32.54
20240221154013,22.09
20240221155013,19.03
20240221160013,48.97
20240221161013,17.33
20240221162013,4.8
20240221163013,2.34
20240221164013,2.52
20240221165013,0.28
20240314090013,48.79
20240314091013,50.09
20240314092013,46.74
20240314093013,56.64
20240314094013,51.44
20240314095013,51.69
20240314100013,75.72
20240314101013,59.73
20240314102013,54.8
20240314103013,59.6
20240314104013,58.22
20240314105013,74.75
20240314110013,170.99
20240314111013,98.43
20240314112013,72.6
20240314113013,56.81
20240314114013,60.65
20240314115013,28.76
20240314120013,37.3
20240314121013,22.61
20240314122013,12.7
20240314123013,2.95
20240314124013,10.66
20240314125013,9.43
20240314130013,28.42
20240314131013,26.51
20240314132013,27.27
20240314133013,32.58
20240314134013,50.69
20240314135013,49.3
20240314140013,123.47
20240314141013,98.08
20240314142013,91.05
20240314143013,89.23
20240314144013,136.34
20240314145013,319.06
20240314150013,478.24
20240314151013,306.87
20240314152013,319.64
20240314153013,276.94
20240314154013,352.0
20240314155013,68.81
20240314160013,21.64
20240314161013,12.1
20240314162013,7.96
20240314163013,5.86
20240314164013,4.87
20240314165013,3.24
20240316090013,279.65
20240316091013,386.87
20240316092013,471.01
20240316093013,336.11
20240316094013,344.92
20240316095013,309.96
20240316100013,1012.51
20240316101013,1309.29
20240316102013,1501.65
20240316103013,1444.28
20240316104013,1593.58
20240316105013,1376.63
20240316110013,632.94
20240316111013,441.7
20240316112013,323.06
20240316113013,595.24
20240316114013,678.31
20240316115013,635.83
20240316120013,1224.59
20240316121013,1476.48
20240316122013,1420.8
20240316123013,1457.43
20240316124013,1224.99
20240316125013,1042.09
20240316130013,670.68
20240316131013,936.47
20240316132013,988.0
20240316133013,952.91
20240316134013,1013.61
20240316135013,446.59
20240316140013,550.73
20240316141013,407.5
20240316142013,169.04
20240316143013,144.81
20240316144013,151.44
20240316145013,157.97
20240316150013,125.18
20240316151013,94.65
20240316152013,25.97
20240316153013,18.77
20240316154013,19.62
20240316155013,34.86
20240316160013,22.16
20240316161013,17.94
20240316162013,14.42
20240316163013,10.02
20240316164013,6.8
20240316165013,7.42
20240328090013,777.11
20240328091013,1009.51
20240328092013,1004.12
20240328093013,1091.54
20240328094013,1379.63
20240328095013,1329.87
20240328100013,1420.69
20240328101013,1379.91
20240328102013,1303.25
20240328103013,1539.57
20240328104013,1604.54
20240328105013,1331.79
20240328110013,1738.77
20240328111013,1459.01
20240328112013,1240.86
20240328113013,1147.93
20240328114013,1176.56
20240328115013,1033.21
20240328120013,1382.47
20240328121013,1153.43
20240328122013,1133.43
20240328123013,1081.16
20240328124013,1419.07
20240328125013,781.9
20240328130013,1242.02
20240328131013,528.54
20240328132013,208.66
20240328133013,264.06
20240328134013,290.19
20240328135013,103.74
20240328140013,144.21
20240328141013,126.75
20240328142013,139.44
20240328143013,127.73
20240328144013,113.51
20240328145013,17.64
20240328150013,36.91
20240328151013,45.3
20240328152013,49.78
20240328153013,55.69
20240328154013,48.69
20240328155013,37.06
20240328160013,48.44
20240328161013,42.33
20240328162013,29.48
20240328163013,17.73
20240328164013,14.7
20240328165013,7.51
20240412090013,425.67
20240412091013,390.99
20240412092013,383.46
20240412093013,595.53
20240412094013,658.39
20240412095013,551.36
20240412100013,884.64
20240412101013,991.91
20240412102013,1055.78
20240412103013,1246.18
20240412104013,1414.85
20240412105013,1471.59
20240412110013,1216.74
20240412111013,1265.22
20240412112013,1262.64
20240412113013,1136.77
20240412114013,1098.17
20240412115013,980.68
20240412120013,1435.35
20240412121013,1421.17
20240412122013,1195.94
20240412123013,1553.64
20240412124013,1289.26
20240412125013,610.51
20240412130013,918.49
20240412131013,497.3
20240412132013,693.72
20240412133013,536.26
20240412134013,464.55
20240412135013,471.06
20240412140013,355.47
20240412141013,267.7
20240412142013,137.55
20240412143013,194.63
20240412144013,180.5
20240412145013,224.94
20240412150013,66.52
20240412151013,65.43
20240412152013,59.07
20240412153013,57.18
20240412154013,60.76
20240412155013,58.7
20240412160013,60.67
20240412161013,48.01
20240412162013,35.08
20240412163013,22.3
20240412164013,21.76
20240412165013,9.8
20240619090013,205.4
20240619091013,260.72
20240619092013,259.35
20240619093013,437.45
20240619094013,482.75
20240619095013,409.98
20240619100013,610.08
20240619101013,671.29
20240619102013,751.05
20240619103013,803.25
20240619104013,777.86
20240619105013,641.67
20240619110013,868.75
20240619111013,845.88
20240619112013,579.24
20240619113013,862.3
20240619114013,1049.35
20240619115013,984.6
20240619120013,1227.02
20240619121013,1194.01
20240619122013,1239.98
20240619123013,1063.4
20240619124013,983.14
20240619125013,951.81
20240619130013,945.29
20240619131013,720.15
20240619132013,761.54
20240619133013,417.38
20240619134013,425.8
20240619135013,401.47
20240619140013,199.76
20240619141013,64.5
20240619142013,42.89
20240619143013,44.47
20240619144013,65.25
20240619145013,60.59
20240619150013,49.52
20240619151013,44.22
20240619152013,30.18
20240619153013,3.98
20240619154013,11.44
20240619155013,11.51
20240619160013,19.48
20240619161013,16.54
20240619162013,5.25
20240619163013,2.43
20240619164013,2.21
20240619165013,0.0
20240225090014,18.66
20240225091014,20.44
20240225092014,27.67
20240225093014,24.55
20240225094014,19.79
20240225095014,13.29
20240225100014,17.4
20240225101014,17.06
20240225102014,21.22
20240225103014,22.67
20240225104014,30.72
20240225105014,27.59
20240225110014,41.03
20240225111014,40.26
20240225112014,47.28
20240225113014,38.35
20240225114014,71.16
20240225115014,90.99
20240225120014,84.3
20240225121014,103.08
20240225122014,96.66
20240225123014,97.88
20240225124014,102.05
20240225125014,87.13
20240225130014,62.28
20240225131014,52.33
20240225132014,45.25
20240225133014,39.87
20240225134014,42.7
20240225135014,32.06
20240225140014,17.8
20240225141014,13.41
20240225142014,12.28
20240225143014,11.24
20240225144014,11.11
20240225145014,10.2
20240225150014,7.99
20240225151014,9.43
20240225152014,8.29
20240225153014,6.29
20240225154014,4.81
20240225155014,3.68
20240225160014,6.05
20240225161014,3.18
20240225162014,1.5
20240225163014,0.39
20240225164014,0.0
20240225165014,0.0
20240227090014,90.74
20240227091014,62.65
20240227092014,67.64
20240227093014,115.78
20240227094014,183.92
20240227095014,123.49
20240227100014,35.03
20240227101014,25.48
20240227102014,25.5
20240227103014,27.93
20240227104014,39.38
20240227105014,45.34
20240227110014,27.44
20240227111014,24.16
20240227112014,22.77
20240227113014,25.33
20240227114014,60.68
20240227115014,68.65
20240227120014,41.32
20240227121014,43.11
20240227122014,34.17
20240227123014,39.3
20240227124014,24.4
20240227125014,28.4
20240227130014,43.73
20240227131014,54.67
20240227132014,48.66
20240227133014,49.84
20240227134014,49.62
20240227135014,40.55
20240227140014,27.11
20240227141014,21.67
20240227142014,22.59
20240227143014,21.54
20240227144014,23.41
20240227145014,20.94
20240227150014,13.37
20240227151014,11.07
20240227152014,11.09
20240227153014,7.32
20240227154014,5.87
20240227155014,3.74
20240227160014,2.71
20240227161014,1.99
20240227162014,1.94
20240227163014,0.78
20240227164014,0.02
20240227165014,0.0
20240327090014,299.72
20240327091014,150.39
20240327092014,120.22
20240327093014,321.7
20240327094014,596.61
20240327095014,536.0
20240327100014,153.68
20240327101014,172.61
20240327102014,109.4
20240327103014,138.93
20240327104014,568.35
20240327105014,1046.22
20240327110014,636.93
20240327111014,397.1
20240327112014,253.32
20240327113014,198.98
20240327114014,228.87
20240327115014,367.92
20240327120014,440.22
20240327121014,271.21
20240327122014,132.53
20240327123014,365.43
20240327124014,249.86
20240327125014,146.25
20240327130014,258.61
20240327131014,254.21
20240327132014,199.6
20240327133014,223.69
20240327134014,175.36
20240327135014,126.66
20240327140014,131.66
20240327141014,18.02
20240327142014,17.77
20240327143014,17.27
20240327144014,14.3
20240327145014,17.69
20240327150014,18.72
20240327151014,21.13
20240327152014,16.68
20240327153014,10.76
20240327154014,12.22
20240327155014,10.7
20240327160014,9.35
20240327161014,6.7
20240327162014,7.0
20240327163014,5.47
20240327164014,4.7
20240327165014,3.61
20240417090014,972.45
20240417091014,930.88
20240417092014,1137.09
20240417093014,1086.76
20240417094014,1113.85
20240417095014,1142.48
20240417100014,1499.77
20240417101014,1513.58
20240417102014,1409.93
20240417103014,1498.0
20240417104014,1378.87
20240417105014,1314.12
20240417110014,1402.95
20240417111014,1208.44
20240417112014,994.09
20240417113014,890.92
20240417114014,905.65
20240417115014,657.66
20240417120014,1274.55
20240417121014,1333.39
20240417122014,924.78
20240417123014,828.38
20240417124014,754.02
20240417125014,622.13
20240417130014,627.77
20240417131014,527.5
20240417132014,565.02
20240417133014,498.79
20240417134014,526.67
20240417135014,478.63
20240417140014,555.02
20240417141014,367.42
20240417142014,154.07
20240417143014,180.96
20240417144014,138.07
20240417145014,124.35
20240417150014,155.47
20240417151014,83.81
20240417152014,52.73
20240417153014,40.37
20240417154014,39.94
20240417155014,27.7
20240417160014,49.67
20240417161014,24.76
20240417162014,16.5
20240417163014,11.87
20240417164014,16.66
20240417165014,16.72
20240517090014,1002.38
20240517091014,859.27
20240517092014,947.42
20240517093014,1152.85
20240517094014,1107.48
20240517095014,958.38
20240517100014,841.86
20240517101014,595.91
20240517102014,532.18
20240517103014,529.02
20240517104014,973.31
20240517105014,592.29
20240517110014,315.87
20240517111014,235.79
20240517112014,309.38
20240517113014,972.17
20240517114014,1125.16
20240517115014,998.09
20240517120014,1012.15
20240517121014,238.84
20240517122014,184.49
20240517123014,114.91
20240517124014,112.18
20240517125014,69.46
20240517130014,22.77
20240517131014,28.6
20240517132014,26.04
20240517133014,21.42
20240517134014,26.52
20240517135014,45.8
20240517140014,65.19
20240517141014,115.88
20240517142014,105.78
20240517143014,114.66
20240517144014,89.16
20240517145014,56.79
20240517150014,38.28
20240517151014,46.46
20240517152014,58.37
20240517153014,57.65
20240517154014,60.59
20240517155014,84.42
20240517160014,53.35
20240517161014,38.66
20240517162014,92.92
20240517163014,22.35
20240517164014,11.71
20240517165014,11.46
20240704090014,533.25
20240704091014,572.8
20240704092014,659.67
20240704093014,694.35
20240704094014,757.58
20240704095014,850.27
20240704100014,931.25
20240704101014,1055.95
20240704102014,1049.47
20240704103014,1083.5
20240704104014,1128.2
20240704105014,1158.31
20240704110014,1290.9
20240704111014,1293.86
20240704112014,1297.56
20240704113014,1105.79
20240704114014,1218.32
20240704115014,1314.51
20240704120014,1328.33
20240704121014,1297.5
20240704122014,1286.36
20240704123014,1001.3
20240704124014,959.3
20240704125014,1018.37
20240704130014,1232.63
20240704131014,1224.33
20240704132014,1078.16
20240704133014,1048.84
20240704134014,848.13
20240704135014,941.31
20240704140014,845.83
20240704141014,814.21
20240704142014,713.07
20240704143014,473.2
20240704144014,499.81
20240704145014,204.23
20240704150014,422.54
20240704151014,428.8
20240704152014,465.56
20240704153014,349.85
20240704154014,145.85
20240704155014,233.5
20240704160014,353.25
20240704161014,116.62
20240704162014,138.44
20240704163014,67.83
20240704164014,19.06
20240704165014,14.08
20240715090014,669.85
20240715091014,766.37
20240715092014,711.86
20240715093014,749.19
20240715094014,800.86
20240715095014,852.34
20240715100014,939.35
20240715101014,1003.33
20240715102014,829.57
20240715103014,914.16
20240715104014,782.87
20240715105014,805.88
20240715110014,1224.06
20240715111014,1159.48
20240715112014,1148.03
20240715113014,1291.99
20240715114014,1164.16
20240715115014,1011.51
20240715120014,1138.01
20240715121014,965.1
20240715122014,1127.53
20240715123014,1244.87
20240715124014,1087.24
20240715125014,1286.94
20240715130014,1247.96
20240715131014,1156.35
20240715132014,1255.38
20240715133014,1028.24
20240715134014,1046.81
20240715135014,1047.2
20240715140014,554.22
20240715141014,630.84
20240715142014,423.79
20240715143014,440.56
20240715144014,350.63
20240715145014,517.93
20240715150014,364.46
20240715151014,169.21
20240715152014,103.7
20240715153014,22.54
20240715154014,26.07
20240715155014,20.95
20240715160014,16.02
20240715161014,8.2
20240715162014,19.02
20240715163014,14.58
20240715164014,7.68
20240715165014,3.22
20240215090015,190.07
20240215091015,176.59
20240215092015,282.86
20240215093015,572.66
20240215094015,1394.81
20240215095015,1716.59
20240215100015,1972.9
20240215101015,1919.01
20240215102015,1970.12
20240215103015,2028.09
20240215104015,2042.39
20240215105015,2012.81
20240215110015,2035.21
20240215111015,1990.59
20240215112015,1914.27
20240215113015,1960.85
20240215114015,1830.93
20240215115015,1047.53
20240215120015,207.53
20240215121015,445.73
20240215122015,332.42
20240215123015,352.29
20240215124015,211.45
20240215125015,54.17
20240215130015,196.92
20240215131015,228.77
20240215132015,477.55
20240215133015,435.98
20240215134015,588.27
20240215135015,441.54
20240215140015,239.47
20240215141015,101.04
20240215142015,38.99
20240215143015,29.11
20240215144015,11.51
20240215145015,8.78
20240215150015,61.81
20240215151015,34.46
20240215152015,15.09
20240215153015,15.88
20240215154015,21.51
20240215155015,25.24
20240215160015,11.64
20240215161015,16.15
20240215162015,3.37
20240215163015,3.92
20240215164015,4.15
20240215165015,0.24
20240218090015,40.9
20240218091015,144.95
20240218092015,159.55
20240218093015,151.98
20240218094015,363.58
20240218095015,1211.17
20240218100015,931.51
20240218101015,1020.73
20240218102015,1438.53
20240218103015,1438.97
20240218104015,1679.0
20240218105015,1515.31
20240218110015,835.79
20240218111015,784.7
20240218112015,721.78
20240218113015,1068.28
20240218114015,788.33
20240218115015,562.12
20240218120015,100.43
20240218121015,56.85
20240218122015,43.1
20240218123015,32.58
20240218124015,36.82
20240218125015,41.63
20240218130015,25.77
20240218131015,27.65
20240218132015,21.82
20240218133015,22.15
20240218134015,20.9
20240218135015,21.24
20240218140015,12.85
20240218141015,10.37
20240218142015,16.27
20240218143015,16.76
20240218144015,14.89
20240218145015,12.98
20240218150015,14.06
20240218151015,10.08
20240218152015,8.41
20240218153015,7.76
20240218154015,8.76
20240218155015,8.38
20240218160015,4.83
20240218161015,4.33
20240218162015,3.49
20240218163015,3.77
20240218164015,2.47
20240218165015,1.57
20240314090015,9.97
20240314091015,10.31
20240314092015,5.51
20240314093015,13.63
20240314094015,21.31
20240314095015,30.62
20240314100015,118.77
20240314101015,41.99
20240314102015,51.47
20240314103015,87.65
20240314104015,127.86
20240314105015,141.11
20240314110015,161.21
20240314111015,110.72
20240314112015,36.67
20240314113015,42.08
20240314114015,37.15
20240314115015,19.99
20240314120015,5.75
20240314121015,3.05
20240314122015,2.73
20240314123015,8.65
20240314124015,12.71
20240314125015,10.77
20240314130015,20.99
20240314131015,14.73
20240314132015,9.89
20240314133015,13.46
20240314134015,10.37
20240314135015,20.37
20240314140015,25.01
20240314141015,24.44
20240314142015,20.55
20240314143015,16.85
20240314144015,30.36
20240314145015,170.8
20240314150015,59.42
20240314151015,49.59
20240314152015,32.02
20240314153015,44.07
20240314154015,27.07
20240314155015,19.33
20240314160015,10.38
20240314161015,7.22
20240314162015,6.05
20240314163015,5.78
20240314164015,4.18
20240314165015,2.27
20240317090015,996.24
20240317091015,835.97
20240317092015,864.83
20240317093015,1285.11
20240317094015,1437.16
20240317095015,1487.7
20240317100015,1642.35
20240317101015,826.99
20240317102015,891.78
20240317103015,962.79
20240317104015,1061.15
20240317105015,1040.95
20240317110015,1733.01
20240317111015,1569.44
20240317112015,1586.77
20240317113015,891.4
20240317114015,558.21
20240317115015,499.49
20240317120015,304.65
20240317121015,57.35
20240317122015,39.85
20240317123015,39.84
20240317124015,51.88
20240317125015,42.87
20240317130015,27.25
20240317131015,16.83
20240317132015,15.52
20240317133015,17.15
20240317134015,25.33
20240317135015,25.44
20240317140015,17.39
20240317141015,11.44
20240317142015,9.01
20240317143015,10.02
20240317144015,12.41
20240317145015,8.69
20240317150015,3.47
20240317151015,7.29
20240317152015,9.88
20240317153015,6.13
20240317154015,11.27
20240317155015,59.16
20240317160015,6.43
20240317161015,4.37
20240317162015,4.61
20240317163015,3.07
20240317164015,4.74
20240317165015,1.98
20240412090015,1300.88
20240412091015,1374.84
20240412092015,1533.27
20240412093015,1694.54
20240412094015,1592.62
20240412095015,1455.47
20240412100015,1663.93
20240412101015,1663.51
20240412102015,1687.94
20240412103015,1658.43
20240412104015,1675.24
20240412105015,1732.1
20240412110015,1582.1
20240412111015,1568.29
20240412112015,1464.56
20240412113015,1417.61
20240412114015,1384.7
20240412115015,1129.14
20240412120015,1233.5
20240412121015,1316.4
20240412122015,1229.15
20240412123015,921.17
20240412124015,1216.98
20240412125015,561.12
20240412130015,362.89
20240412131015,164.06
20240412132015,204.08
20240412133015,201.19
20240412134015,152.1
20240412135015,70.74
20240412140015,99.24
20240412141015,100.94
20240412142015,96.6
20240412143015,93.29
20240412144015,93.29
20240412145015,62.23
20240412150015,53.22
20240412151015,47.47
20240412152015,42.48
20240412153015,40.31
20240412154015,22.39
20240412155015,13.27
20240412160015,14.7
20240412161015,12.43
20240412162015,9.98
20240412163015,8.66
20240412164015,6.28
20240412165015,4.28
20240518090015,878.24
20240518091015,1345.19
20240518092015,902.86
20240518093015,1532.66
20240518094015,1602.48
20240518095015,1624.01
20240518100015,1729.08
20240518101015,929.0
20240518102015,954.12
20240518103015,1181.64
20240518104015,1673.78
20240518105015,1472.35
20240518110015,1674.01
20240518111015,864.13
20240518112015,719.76
20240518113015,998.89
20240518114015,968.26
20240518115015,275.98
20240518120015,1170.55
20240518121015,1312.7
20240518122015,1008.11
20240518123015,541.09
20240518124015,472.11
20240518125015,452.22
20240518130015,245.93
20240518131015,210.43
20240518132015,215.27
20240518133015,103.7
20240518134015,162.83
20240518135015,58.63
20240518140015,38.91
20240518141015,62.12
20240518142015,59.83
20240518143015,61.42
20240518144015,72.02
20240518145015,55.77
20240518150015,56.17
20240518151015,80.39
20240518152015,77.75
20240518153015,54.09
20240518154015,56.92
20240518155015,45.6
20240518160015,59.64
20240518161015,60.1
20240518162015,56.84
20240518163015,39.64
20240518164015,37.33
20240518165015,24.2
20240530090015,1598.43
20240530091015,1428.9
20240530092015,1431.24
20240530093015,1300.22
20240530094015,1010.79
20240530095015,662.27
20240530100015,255.27
20240530101015,107.03
20240530102015,572.5
20240530103015,775.03
20240530104015,1025.63
20240530105015,943.41
20240530110015,950.68
20240530111015,567.22
20240530112015,511.3
20240530113015,578.99
20240530114015,785.96
20240530115015,971.12
20240530120015,1442.79
20240530121015,917.02
20240530122015,849.55
20240530123015,473.81
20240530124015,795.33
20240530125015,984.83
20240530130015,1491.34
20240530131015,929.97
20240530132015,357.06
20240530133015,209.44
20240530134015,74.42
20240530135015,45.9
20240530140015,38.5
20240530141015,16.4
20240530142015,5.78
20240530143015,6.5
20240530144015,15.69
20240530145015,15.23
20240530150015,8.9
20240530151015,18.64
20240530152015,6.98
20240530153015,2.87
20240530154015,3.73
20240530155015,3.78
20240530160015,8.48
20240530161015,11.97
20240530162015,13.5
20240530163015,5.84
20240530164015,4.26
20240530165015,3.67
20240605090015,185.02
20240605091015,166.33
20240605092015,123.04
20240605093015,205.19
20240605094015,367.27
20240605095015,697.0
20240605100015,611.59
20240605101015,773.29
20240605102015,1184.64
20240605103015,1011.02
20240605104015,891.77
20240605105015,725.82
20240605110015,846.18
20240605111015,680.44
20240605112015,673.33
20240605113015,419.75
20240605114015,208.72
20240605115015,170.19
20240605120015,287.57
20240605121015,170.49
20240605122015,247.86
20240605123015,174.57
20240605124015,97.49
20240605125015,45.44
20240605130015,97.0
20240605131015,62.32
20240605132015,87.46
20240605133015,91.19
20240605134015,79.62
20240605135015,77.25
20240605140015,35.72
20240605141015,14.85
20240605142015,20.51
20240605143015,20.38
20240605144015,13.71
20240605145015,19.3
20240605150015,34.87
20240605151015,45.15
20240605152015,42.28
20240605153015,34.17
20240605154015,28.17
20240605155015,26.54
20240605160015,6.63
20240605161015,7.69
20240605162015,7.64
20240605163015,6.03
20240605164015,4.52
20240605165015,3.85
20240704090015,1464.67
20240704091015,1593.25
20240704092015,1643.68
20240704093015,1681.93
20240704094015,1683.26
20240704095015,1712.9
20240704100015,1726.88
20240704101015,1719.29
20240704102015,1718.61
20240704103015,1834.69
20240704104015,1758.39
20240704105015,1783.5
20240704110015,1620.81
20240704111015,1616.77
20240704112015,1643.65
20240704113015,1689.61
20240704114015,1685.72
20240704115015,1610.07
20240704120015,1349.12
20240704121015,1450.2
20240704122015,1477.12
20240704123015,1346.43
20240704124015,1140.34
20240704125015,1209.41
20240704130015,1263.38
20240704131015,1209.2
20240704132015,1037.23
20240704133015,820.44
20240704134015,829.9
20240704135015,777.22
20240704140015,207.77
20240704141015,20.85
20240704142015,94.64
20240704143015,34.95
20240704144015,27.93
20240704145015,14.38
20240704150015,1.95
20240704151015,12.97
20240704152015,41.95
20240704153015,61.83
20240704154015,9.59
20240704155015,29.38
20240704160015,52.66
20240704161015,22.42
20240704162015,26.76
20240704163015,15.23
20240704164015,5.87
20240704165015,6.43
20240316090016,1028.26
20240316091016,1274.3
20240316092016,1104.97
20240316093016,1216.41
20240316094016,1160.45
20240316095016,1611.34
20240316100016,1440.1
20240316101016,1635.74
20240316102016,1525.2
20240316103016,1446.22
20240316104016,976.11
20240316105016,1076.67
20240316110016,1254.08
20240316111016,1182.19
20240316112016,1129.86
20240316113016,1255.76
20240316114016,1342.47
20240316115016,1314.82
20240316120016,986.0
20240316121016,1266.05
20240316122016,1264.94
20240316123016,945.28
20240316124016,735.23
20240316125016,684.5
20240316130016,869.04
20240316131016,852.48
20240316132016,551.28
20240316133016,842.09
20240316134016,458.02
20240316135016,243.89
20240316140016,305.3
20240316141016,407.68
20240316142016,241.3
20240316143016,122.92
20240316144016,38.8
20240316145016,39.88
20240316150016,18.51
20240316151016,21.68
20240316152016,3.04
20240316153016,14.64
20240316154016,22.74
20240316155016,24.56
20240316160016,28.91
20240316161016,32.46
20240316162016,17.67
20240316163016,14.06
20240316164016,14.06
20240316165016,14.36
20240322090016,743.52
20240322091016,674.65
20240322092016,585.57
20240322093016,1048.32
20240322094016,1047.93
20240322095016,1518.02
20240322100016,740.77
20240322101016,977.55
20240322102016,736.03
20240322103016,470.25
20240322104016,695.28
